Product ID,Website SKU,Grace SKU,QB Match Status,Category,Family,Shape,Color,Capacity,Capacity (oz),Capacity (ml),Applicator,Cap Color,Cap Style,Neck Thread Size,Neck Thread (Web),Height with Cap,Height without Cap,Diameter,Bottle Weight (g),Case Weight (g),Case Quantity,QB Price,Web Price (1pc),Web Price (10pc),Web Price (12pc),Stock Status,Item Name,Item Description,Item Type (Web),Product Type (ML),Use Case Description,Product URL,Data Grade,Usage,Product Type,Bottle Collection,Component Group,Use Case URL
BB-OT-000-0009,BoxCWndwGrnShd,PKG-BOX-CWIN-WHT,Matched to QB,Other,Gift Box,Window Box C,Green,0 ml (0 oz),0,0,N/A,Green,N/A,N/A,N/A,74.8,89 ±1 mm,23.7,71.5,10871.43,357,0.35,0.35,0.33,3.99,In Stock,Gift Box C Window,Green Shade design folding carton box with window. Size 0.75,Gift Boxes,Packaging Box,,https://www.bestbottles.com/product/Gift-box-C-small-window-Green-Shade,C — no color,Bridal & Gift,Gift Packaging,N/A,Gift Packaging,https://www.bestbottles.com/product/Gift-box-C-small-window-Green-Shade
BB-OT-000-0010,BoxCWndwSlvrSunFlwr,PKG-BOX-CWIN-WHT,Matched to QB,Other,Gift Box,Window Box C,Silver,0 ml (0 oz),0,0,N/A,Silver,N/A,N/A,N/A,74.8,89 ±1 mm,23.7,71.5,10871.43,357,0.35,0.35,0.33,3.99,In Stock,Gift Box C Window,Silver Sunflower design folding carton box with window. Size 0.75,Gift Boxes,Packaging Box,,https://www.bestbottles.com/product/Gift-box-C-small-window-Silver-Sunflower,C — no color,Bridal & Gift,Gift Packaging,N/A,Gift Packaging,https://www.bestbottles.com/product/Gift-box-C-small-window-Silver-Sunflower
BB-BX-000-0003,BoxCWndwWhite,PKG-BOX-CWIN-WHT,Website Only - No QB Match,Packaging Box,Gift Box,Window Box,Clear,0 ml (0 oz),0,0,N/A,Clear,N/A,N/A,N/A,93.1,N/A,101.6x101.6mm,N/A,N/A,N/A,0.35,0.35,0.33,3.99,In Stock,Gift Box C Window White,White folding carton box with clear window. For displaying and packaging bottles.,Window Box,Packaging Box,,https://www.bestbottles.com/all-bottles/accessories/bestbottles-gift-boxes.php,C — no color,Bridal & Gift,Packaging Box,N/A,Gift Boxes,https://www.bestbottles.com/all-bottles/accessories/bestbottles-gift-boxes.php
BB-OT-000-0011,BoxECreamMatteCube,PKG-BOX-ECRM-CUBE,Matched to QB,Other,Gift Box,Cube Box,Matte,0 ml (0 oz),0,0,N/A,Matte,N/A,N/A,N/A,74.8,102 ±2 mm,23.7,71.5,10871.43,357,0.75,0.75,0.71,8.55,Out of Stock,Gift Box Cream Matte,Cream Matte finish 4 x 3.5 x 4 inches tall box...,Gift Boxes,Packaging Box,,https://www.bestbottles.com/product/Gift-Box-Cream-butter-balm-color-4x3-5x4,C — no color,Bridal & Gift,Gift Packaging,N/A,Gift Packaging,https://www.bestbottles.com/product/Gift-Box-Cream-butter-balm-color-4x3-5x4
BB-OT-000-0012,BoxECreamMatteRctMed,PKG-BOX-ECRM-RECT,Matched to QB,Other,Gift Box,Rectangular Box,Matte,0 ml (0 oz),0,0,N/A,Matte,N/A,N/A,N/A,74.8,150 ±2 mm,23.7,71.5,10871.43,357,0.75,0.75,0.71,8.55,Out of Stock,Gift Box Cream Matte,Cream Matte finish 3.1 x 2.75 x 5.9 inches tall box...,Gift Boxes,Packaging Box,,https://www.bestbottles.com/product/Gift-Box-Cream-butter-balm-color-3-1x2-75x5-9,C — no color,Bridal & Gift,Gift Packaging,N/A,Gift Packaging,https://www.bestbottles.com/product/Gift-Box-Cream-butter-balm-color-3-1x2-75x5-9
BB-BX-000-0004,BoxWhite101020,PKG-BOX-WHT-1X1X2,Website Only - No QB Match,Packaging Box,Gift Box,Corrugated Box,White,0 ml (0 oz),0,0,N/A,White,N/A,N/A,N/A,50.8,N/A,25.4x25.4mm,N/A,N/A,N/A,0.15,0.15,0.14,1.71,In Stock,Gift Box White 1x1x2,"White folding carton box, 1.0 x 1.0 x 2.0 inches tall box. For small bottle packaging.",Folding Carton Box,Packaging Box,,https://www.bestbottles.com/product/Gift-Box-White-1x1x2,C — no color,Bridal & Gift,Packaging Box,N/A,Gift Boxes,https://www.bestbottles.com/product/Gift-Box-White-1x1x2
BB-CJ-030-0001,CJAmb30BlkCap,CJ-JAR-AMB-30ML-BLK,Matched to QB,Cream Jar,Cream Jar,Standard,Amber,30 ml (1.01 oz),1.01,30,N/A,Black,N/A,PRESS-FIT,45mm,40 ±0.5 mm,35 ±0.5 mm,52 ±1 mm,N/A,N/A,N/A,0.9,0.9,0.72,0.86,In Stock,Cream Jar 30 ml (1.01 oz) Amber Glass Black Cap,Cream glass jar style 30 ml amber bottle with black cap.,Cream Jars,Cream Jar,,https://www.bestbottles.com/product/cream-jar-style-30-ml-amber-glass-bottle-black-cap,B — no applicator; no thread,Cream & Skincare,Cream Jar,Cream Jar Collection,N/A,https://www.bestbottles.com/product/cream-jar-style-30-ml-amber-glass-bottle-black-cap
BB-CJ-030-0002,CJAmb30SlCap,CJ-JAR-AMB-30ML-SLV,Matched to QB,Cream Jar,Cream Jar,Standard,Amber,30 ml (1.01 oz),1.01,30,N/A,Silver,N/A,PRESS-FIT,45mm,40 ±0.5 mm,35 ±0.5 mm,52 ±1 mm,N/A,N/A,N/A,0.9,0.9,0.72,0.86,In Stock,Cream Jar 30 ml (1.01 oz) Amber Glass Silver Cap,Cream glass jar style 30 ml amber bottle with silver cap.,Cream Jars,Cream Jar,,https://www.bestbottles.com/product/cream-jar-style-30-ml-amber-glass-bottle-silver-cap,B — no applicator; no thread,Cream & Skincare,Cream Jar,Cream Jar Collection,N/A,https://www.bestbottles.com/product/cream-jar-style-30-ml-amber-glass-bottle-silver-cap
BB-CJ-040-0001,CreamJarAmb40Blkcap,CJ-JAR-AMB-40ML-01,Matched to QB,Cream Jar,Cream Jar,Standard,Amber,40 ml (1.35 oz),1.35,40,N/A,Amber,N/A,PRESS-FIT,48/400,47 ±0.5 mm,42 ±0.5 mm,56 ±1 mm,N/A,N/A,N/A,0.95,0.95,0.75,0.9,In Stock,Cream Jar 40 ml (1.35 oz) Amber Glass,"Glass, cream jar style 40 ml amber bottle with black cap.",Cream Jars,Cream Jar,,https://www.bestbottles.com/product/cream-jar-style-40-ml-amber-glass-bottle-black-cap,C — no applicator; no cap color; no thread,Cream & Skincare,Cream Jar,Cream Jar Collection,N/A,https://www.bestbottles.com/product/cream-jar-style-40-ml-amber-glass-bottle-black-cap
BB-CJ-040-0002,CJAmb40SlCap,CJ-JAR-AMB-40ML-02,Matched to QB,Cream Jar,Cream Jar,Standard,Amber,40 ml (1.35 oz),1.35,40,N/A,Amber,N/A,PRESS-FIT,48/400,47 ±0.5 mm,42 ±0.5 mm,56 ±1 mm,N/A,N/A,N/A,0.95,0.95,0.75,0.9,In Stock,Cream Jar 40 ml (1.35 oz) Amber Glass,"Glass, cream jar style 40 ml amber bottle with silver cap.",Cream Jars,Cream Jar,,https://www.bestbottles.com/product/cream-jar-style-40-ml-amber-glass-bottle-silver-cap,C — no applicator; no cap color; no thread,Cream & Skincare,Cream Jar,Cream Jar Collection,N/A,https://www.bestbottles.com/product/cream-jar-style-40-ml-amber-glass-bottle-silver-cap
BB-CJ-005-0001,CJAmb5mlBlkCap,CJ-JAR-AMB-5ML-BLK,Matched to QB,Cream Jar,Cream Jar,Standard,Amber,5 ml (0.17 oz),0.17,5,N/A,Black,N/A,PRESS-FIT,27mm,28 ±0.5 mm,24 ±0.5 mm,31 ±0.5 mm,N/A,N/A,N/A,0.5,0.5,0.4,0.48,In Stock,Cream Jar 5 ml (0.17 oz) Amber Glass Black Cap,Cream glass jar style 5 ml amber bottle with black cap.,Cream Jars,Cream Jar,,https://www.bestbottles.com/product/cream-jar-style-5-ml-amber-glass-bottle-black-cap,B — no applicator; no thread,Cream & Skincare,Cream Jar,Cream Jar Collection,N/A,https://www.bestbottles.com/product/cream-jar-style-5-ml-amber-glass-bottle-black-cap
BB-CJ-005-0002,CJAmb5mlSlCap,CJ-JAR-AMB-5ML-SLV,Matched to QB,Cream Jar,Cream Jar,Standard,Amber,5 ml (0.17 oz),0.17,5,N/A,Silver,N/A,PRESS-FIT,37mm,28 ±0.5 mm,24 ±0.5 mm,31 ±0.5 mm,N/A,N/A,N/A,0.5,0.5,0.4,0.48,In Stock,Cream Jar 5 ml (0.17 oz) Amber Glass Silver Cap,Cream glass jar style 5 ml amber bottle with Silver cap.,Cream Jars,Cream Jar,,https://www.bestbottles.com/product/cream-jar-style-5-ml-amber-glass-bottle-silver-cap,B — no applicator; no thread,Cream & Skincare,Cream Jar,Cream Jar Collection,N/A,https://www.bestbottles.com/product/cream-jar-style-5-ml-amber-glass-bottle-silver-cap
BB-CJ-009-0001,CJBlu3,CJ-JAR-CBL-9ML,Website Only - No QB Match,Cream Jar,Cream Jar,Standard,Cobalt Blue,9 ml (0.3 oz),0.3,9,N/A,Blue,Stopper,PRESS-FIT,PRESS-FIT,50 ±1 mm,40 ±1 mm,25 ±0.5 mm,N/A,N/A,N/A,0.85,0.85,0.67,0.8,In Stock,Cream Jar 9 ml (1/3 oz) Cobalt Blue Glass,Cobalt blue glass teardrop shaped jar with glass stopper. Capacity: 9ml (1/3oz). For perfume storage and display.,Glass Teardrop Jar with Stopper,Cream Jar,,https://www.bestbottles.com/product/Perfume-small-Bottle-Jar-Teardrop-Blue-glass-stopper,C — no applicator; no cap color; no thread,Cream & Skincare,Cream Jar,Cream Jar Collection,N/A,https://www.bestbottles.com/product/Perfume-small-Bottle-Jar-Teardrop-Blue-glass-stopper
BB-CJ-015-0001,CJClr15Pnk,CJ-JAR-CLR-15ML-PNK,Matched to QB,Cream Jar,Cream Jar,Standard,Clear,15 ml (0.51 oz),0.51,15,N/A,Pink,N/A,PRESS-FIT,37mm,29 ±0.5 mm,26 ±0.5 mm,55 ±1 mm,N/A,N/A,N/A,0.59,0.59,0.47,0.56,In Stock,Cream Jar 15 ml (0.51 oz) Clear Glass Pink Cap,"Plastic, cream jar style 15 ml bottle with pink cap.",Cream Jars,Cream Jar,,https://www.bestbottles.com/product/cream-jar-style-15-ml-clear-plastic-bottle-pink-cap,B — no applicator; no thread,Cream & Skincare,Cream Jar,Cream Jar Collection,N/A,https://www.bestbottles.com/product/cream-jar-style-15-ml-clear-plastic-bottle-pink-cap
BB-CJ-015-0002,CJClr15Wht,CJ-JAR-CLR-15ML-WHT,Matched to QB,Cream Jar,Cream Jar,Standard,Clear,15 ml (0.51 oz),0.51,15,N/A,White,N/A,PRESS-FIT,37mm,31 ±0.5 mm,31 ±0.5 mm,48 ±0.5 mm,N/A,N/A,N/A,0.59,0.59,0.47,0.56,In Stock,Cream Jar 15 ml (0.51 oz) Clear Glass White Cap,"Plastic, cream jar style 15 ml bottle with white cap.....",Cream Jars,Cream Jar,,https://www.bestbottles.com/product/cream-jar-style-15-ml-clear-plastic-bottle-clear-cap,B — no applicator; no thread,Cream & Skincare,Cream Jar,Cream Jar Collection,N/A,https://www.bestbottles.com/product/cream-jar-style-15-ml-clear-plastic-bottle-clear-cap
BB-CJ-003-0001,CJClr3,CJ-JAR-CLR-3ML,Matched to QB,Cream Jar,Cream Jar,Standard,Clear,3 ml (0.1 oz),0.1,3,N/A,Clear,N/A,PRESS-FIT,20mm,24 ±0.5 mm,22 ±0.5 mm,33 ±0.5 mm,N/A,N/A,N/A,0.3,0.3,0.24,0.29,In Stock,Cream Jar 3 ml (0.1 oz) Clear Glass,"Plastic, cream jar style 3 ml bottle with clear cap.....",Cream Jars,Cream Jar,,https://www.bestbottles.com/product/cream-jar-style-3-ml-plastic-bottle-clear-cap,C — no applicator; no cap color; no thread,Cream & Skincare,Cream Jar,Cream Jar Collection,N/A,https://www.bestbottles.com/product/cream-jar-style-3-ml-plastic-bottle-clear-cap
BB-CJ-005-0003,CJClr5mlClrCap,CJ-JAR-CLR-5ML-CLR,Matched to QB,Cream Jar,Cream Jar,Standard,Clear,5 ml (0.17 oz),0.17,5,N/A,Clear,N/A,PRESS-FIT,27mm,18 ±0.5 mm,16 ±0.5 mm,31 ±0.5 mm,N/A,N/A,N/A,0.3,0.3,0.24,0.29,In Stock,Cream Jar 5 ml (0.17 oz) Clear Glass Clear Cap,Plastic. Cream Jar style 5ml Clear bottle with Clear cap....,Cream Jars,Cream Jar,,https://www.bestbottles.com/product/cream-jar-style-5-ml-clear-plastic-bottle-clear-cap,B — no applicator; no thread,Cream & Skincare,Cream Jar,Cream Jar Collection,N/A,https://www.bestbottles.com/product/cream-jar-style-5-ml-clear-plastic-bottle-clear-cap
BB-CJ-030-0003,CJFrst30BlkCap,CJ-JAR-FRS-30ML-BLK,Matched to QB,Cream Jar,Cream Jar,Standard,Frosted,30 ml (1.01 oz),1.01,30,N/A,Black,N/A,PRESS-FIT,45mm,40 ±0.5 mm,35 ±0.5 mm,52 ±1 mm,N/A,N/A,N/A,0.9,0.9,0.72,0.86,In Stock,Cream Jar 30 ml (1.01 oz) Frosted Glass Black Cap,Cream glass jar style 30 ml frosted bottle with black cap.,Cream Jars,Cream Jar,,https://www.bestbottles.com/product/cream-jar-style-30-ml-frosted-glass-bottle-black-cap,B — no applicator; no thread,Cream & Skincare,Cream Jar,Cream Jar Collection,N/A,https://www.bestbottles.com/product/cream-jar-style-30-ml-frosted-glass-bottle-black-cap
BB-CJ-030-0004,CJFrst30SlCap,CJ-JAR-FRS-30ML-SLV,Matched to QB,Cream Jar,Cream Jar,Standard,Frosted,30 ml (1.01 oz),1.01,30,N/A,Silver,N/A,PRESS-FIT,45mm,40 ±0.5 mm,35 ±0.5 mm,52 ±1 mm,N/A,N/A,N/A,0.9,0.9,0.72,0.86,In Stock,Cream Jar 30 ml (1.01 oz) Frosted Glass Silver Cap,Cream jar style 30 ml frosted bottle with silver cap.,Cream Jars,Cream Jar,,https://www.bestbottles.com/product/cream-jar-style-30-ml-frosted-glass-bottle-silver-cap,B — no applicator; no thread,Cream & Skincare,Cream Jar,Cream Jar Collection,N/A,https://www.bestbottles.com/product/cream-jar-style-30-ml-frosted-glass-bottle-silver-cap
BB-CJ-040-0003,CJFrst40BlkCap,CJ-JAR-FRS-40ML-01,Matched to QB,Cream Jar,Cream Jar,Standard,Frosted,40 ml (1.35 oz),1.35,40,N/A,Frosted,N/A,PRESS-FIT,48/400,47 ±0.5 mm,42 ±0.5 mm,56 ±1 mm,N/A,N/A,N/A,0.95,0.95,0.75,0.9,In Stock,Cream Jar 40 ml (1.35 oz) Frosted Glass,"Glass, cream jar style 40 ml frosted bottle with black cap.",Cream Jars,Cream Jar,,https://www.bestbottles.com/product/cream-jar-style-40-ml-frosted-glass-bottle-black-cap,C — no applicator; no cap color; no thread,Cream & Skincare,Cream Jar,Cream Jar Collection,N/A,https://www.bestbottles.com/product/cream-jar-style-40-ml-frosted-glass-bottle-black-cap
BB-CJ-040-0004,CJFrst40SlCap,CJ-JAR-FRS-40ML-02,Matched to QB,Cream Jar,Cream Jar,Standard,Frosted,40 ml (1.35 oz),1.35,40,N/A,Frosted,N/A,PRESS-FIT,48/400,47 ±0.5 mm,42 ±0.5 mm,56 ±1 mm,N/A,N/A,N/A,0.95,0.95,0.75,0.9,In Stock,Cream Jar 40 ml (1.35 oz) Frosted Glass,"Glass, cream jar style 40 ml frosted bottle with silver cap.",Cream Jars,Cream Jar,,https://www.bestbottles.com/product/cream-jar-style-40-ml-frosted-glass-bottle-silver-cap,C — no applicator; no cap color; no thread,Cream & Skincare,Cream Jar,Cream Jar Collection,N/A,https://www.bestbottles.com/product/cream-jar-style-40-ml-frosted-glass-bottle-silver-cap
BB-CJ-060-0001,CreamJarFrstdPlsBlkPls2oz,CJ-JAR-FRS-60ML,Matched to QB,Cream Jar,Cream Jar,Standard,Frosted,60 ml (2.03 oz),2.03,60,N/A,Frosted,N/A,PRESS-FIT,58mm,57 ±1 mm,51 ±1 mm,59 ±1 mm,N/A,N/A,N/A,0.85,0.85,0.68,0.81,Out of Stock,Cream Jar 60 ml (2.03 oz) Frosted Glass,Frosted plastic Cream jar bottle with clear cap. Capacity: 63 ml,Cream Jars,Cream Jar,,https://www.bestbottles.com/product/Cream-jar-Plastic-Frosted-Black-cap-2oz,C — no applicator; no cap color; no thread,Cream & Skincare,Cream Jar,Cream Jar Collection,N/A,https://www.bestbottles.com/product/Cream-jar-Plastic-Frosted-Black-cap-2oz
BB-CJ-020-0001,CJWhite20,CJ-JAR-20ML-WHT,Matched to QB,Cream Jar,Cream Jar,Standard,White,20 ml (0.68 oz),0.68,20,N/A,White,N/A,PRESS-FIT,40mm,29 ±0.5 mm,33.9,55 ±1 mm,N/A,N/A,N/A,0.57,0.57,0.45,0.54,In Stock,Cream Jar 20 ml (0.68 oz) Glass White Cap,"Plastic, cream jar style 20 ml bottle with white cap.....",Cream Jars,Cream Jar,,https://www.bestbottles.com/product/cream-jar-style-20-ml-white-plastic-bottle-white-cap,C — no color; no applicator; no thread,Cream & Skincare,Cream Jar,Cream Jar Collection,N/A,https://www.bestbottles.com/product/cream-jar-style-20-ml-white-plastic-bottle-white-cap
BB-CJ-000-0001,CJWhitePlsSlFr2oz,CJ-JAR-60ML-WHT,Website Only - No QB Match,Cream Jar,Cream Jar,Standard,White,60 ml (2.03 oz),2.03,60,N/A,White,N/A,PRESS-FIT,PRESS-FIT,57,51,59 ±1 mm,N/A,N/A,N/A,0.1,0.1,0.07,0.09,In Stock,Cream Jar Glass White Cap,White plastic sleeve with frosted finish for 2oz bottles. For protective packaging and display.,Plastic Sleeve,Cream Jar,,https://www.bestbottles.com/all-bottles/accessories/caps-plugs-sprayers.php,C — no color; no applicator; no thread,Cream & Skincare,Cream Jar,Cream Jar Collection,N/A,https://www.bestbottles.com/all-bottles/accessories/caps-plugs-sprayers.php
BB-CP-000-0001,CP13-415BlkSht,CMP-CAP-BLK-S-13-415,Matched to QB,Cap/Closure,Cap/Closure,Standard,Black,0 ml (0 oz),0,0,N/A,Black,Short,13-415,13-415,10 ± 0.1 mm,N/A,17 ±0.5 mm,N/A,N/A,N/A,0.24,0.24,0.19,0.23,In Stock,Cap/Closure Thread 13-415,"Black ridged lid or closure for glass bottle, Thread size 13-415....","Caps, Rollon Plugs and Spray Tops",Cap/Closure,,https://www.bestbottles.com/product/Caps-lids-short-top-bottle-white-Color-13-415,B — no color,Perfume & Fragrance,Screw Cap,N/A,Screw Caps & Closures,https://www.bestbottles.com/product/Caps-lids-short-top-bottle-white-Color-13-415
BB-CP-000-0002,CP13-415Gl,CMP-CAP-SGLD-13-415-01,Matched to QB,Cap/Closure,Cap/Closure,Standard,Gold,0 ml (0 oz),0,0,N/A,Shiny Gold,N/A,13-415,13-415,24 ±0.5 mm,N/A,17 ±0.5 mm,N/A,N/A,N/A,0.3,0.3,0.24,0.29,In Stock,Cap/Closure Thread 13-415,"Shiny gold lid or closure for glass bottle, Thread size 13-415....","Caps, Rollon Plugs and Spray Tops",Cap/Closure,,https://www.bestbottles.com/product/Caps-lids-top-bottle-shiny-gold-Color-13-415,B — no color,Perfume & Fragrance,Screw Cap,N/A,Screw Caps & Closures,https://www.bestbottles.com/product/Caps-lids-top-bottle-shiny-gold-Color-13-415
BB-CP-000-0003,CP13-415Sl,CMP-CAP-SLV-13-415-01,Matched to QB,Cap/Closure,Cap/Closure,Standard,Silver,0 ml (0 oz),0,0,N/A,Silver,N/A,13-415,13-415,24 ±0.5 mm,N/A,17 ±0.5 mm,N/A,N/A,N/A,0.3,0.3,0.24,0.29,In Stock,Cap/Closure Thread 13-415,"Shiny silver lid or closure for glass bottle, Thread size 13-415","Caps, Rollon Plugs and Spray Tops",Cap/Closure,,https://www.bestbottles.com/product/Caps-lids-top-bottle-shiny-silver-Color-13-415,B — no color,Perfume & Fragrance,Screw Cap,N/A,Screw Caps & Closures,https://www.bestbottles.com/product/Caps-lids-top-bottle-shiny-silver-Color-13-415
BB-CP-000-0004,CP13-415SpryBlkMt,CMP-CAP-BLK-13-415-01,Matched to QB,Cap/Closure,Cap/Closure,Standard,Black,0 ml (0 oz),0,0,Sprayer,Black,Spray,13-415,13-415,32 ±0.5 mm,N/A,17 ±0.5 mm,N/A,N/A,N/A,0.65,0.65,0.52,0.62,In Stock,Cap/Closure Thread 13-415,"Matte black Fine Mist Sprayer, Thread size 13-415","Caps, Rollon Plugs and Spray Tops",Cap/Closure,,https://www.bestbottles.com/product/spray-top-matte-black-13-415,B — no color,Spray & Atomizer,Fine Mist Sprayer,N/A,Fine Mist Sprayers,https://www.bestbottles.com/product/spray-top-matte-black-13-415
BB-CP-000-0005,CP13-415SpryBlkSh,CMP-CAP-BLK-13-415-02,Matched to QB,Cap/Closure,Cap/Closure,Standard,Black,0 ml (0 oz),0,0,Sprayer,Black,Spray,13-415,13-415,32 ±0.5 mm,N/A,17 ±0.5 mm,N/A,N/A,N/A,0.65,0.65,0.52,0.62,In Stock,Cap/Closure Thread 13-415,"Shiny black Fine Mist Sprayer, Thread size 13-415....","Caps, Rollon Plugs and Spray Tops",Cap/Closure,,https://www.bestbottles.com/product/spray-top-shiny-black-13-415,B — no color,Spray & Atomizer,Fine Mist Sprayer,N/A,Fine Mist Sprayers,https://www.bestbottles.com/product/spray-top-shiny-black-13-415
BB-CP-000-0006,CP13-415SpryBluMt,CMP-CAP-13-415,Matched to QB,Cap/Closure,Cap/Closure,Standard,Blue,0 ml (0 oz),0,0,Sprayer,Blue,Spray,13-415,13-415,32 ±0.5 mm,N/A,17 ±0.5 mm,N/A,N/A,N/A,0.65,0.65,0.52,0.62,In Stock,Cap/Closure Thread 13-415,"Matte blue Fine Mist Sprayer, Thread size 13-415","Caps, Rollon Plugs and Spray Tops",Cap/Closure,,https://www.bestbottles.com/product/spray-top-matte-blue-13-415,B — no color,Spray & Atomizer,Fine Mist Sprayer,N/A,Fine Mist Sprayers,https://www.bestbottles.com/product/spray-top-matte-blue-13-415
BB-CP-000-0007,CP13-415SpryCuMt,CMP-CAP-CPR-13-415,Matched to QB,Cap/Closure,Cap/Closure,Standard,Copper,0 ml (0 oz),0,0,Sprayer,Copper,Spray,13-415,13-415,32 ±0.5 mm,N/A,17 ±0.5 mm,N/A,N/A,N/A,0.65,0.65,0.52,0.62,In Stock,Cap/Closure Thread 13-415,"Matte Copper Fine Mist Sprayer, Thread size 13-415","Caps, Rollon Plugs and Spray Tops",Cap/Closure,,https://www.bestbottles.com/product/spray-top-copper-13-415,B — no color,Spray & Atomizer,Fine Mist Sprayer,N/A,Fine Mist Sprayers,https://www.bestbottles.com/product/spray-top-copper-13-415
BB-CP-000-0008,CP13-415SpryGlMt,CMP-CAP-SGLD-13-415-02,Matched to QB,Cap/Closure,Cap/Closure,Standard,Gold,0 ml (0 oz),0,0,Sprayer,Shiny Gold,Spray,13-415,13-415,32 ±0.5 mm,N/A,17 ±0.5 mm,N/A,N/A,N/A,0.65,0.65,0.52,0.62,In Stock,Cap/Closure Thread 13-415,"Matte gold Fine Mist Sprayer, Thread size 13-415....","Caps, Rollon Plugs and Spray Tops",Cap/Closure,,https://www.bestbottles.com/product/spray-top-matte-gold-13-415,B — no color,Spray & Atomizer,Fine Mist Sprayer,N/A,Fine Mist Sprayers,https://www.bestbottles.com/product/spray-top-matte-gold-13-415
BB-CP-000-0009,CP13-415SpryGlSh,CMP-CAP-SGLD-13-415-03,Matched to QB,Cap/Closure,Cap/Closure,Standard,Gold,0 ml (0 oz),0,0,Sprayer,Shiny Gold,Spray,13-415,13-415,32 ±0.5 mm,N/A,17 ±0.5 mm,N/A,N/A,N/A,0.65,0.65,0.52,0.62,In Stock,Cap/Closure Thread 13-415,"Shiny gold Fine Mist Sprayer, Thread size 13-415....","Caps, Rollon Plugs and Spray Tops",Cap/Closure,,https://www.bestbottles.com/product/spray-top-shiny-gold-13-415,B — no color,Spray & Atomizer,Fine Mist Sprayer,N/A,Fine Mist Sprayers,https://www.bestbottles.com/product/spray-top-shiny-gold-13-415
BB-CP-000-0010,CP13-415SprySlMt,CMP-CAP-SLV-13-415-02,Matched to QB,Cap/Closure,Cap/Closure,Standard,Silver,0 ml (0 oz),0,0,Sprayer,Silver,Spray,13-415,13-415,32 ±0.5 mm,N/A,17 ±0.5 mm,N/A,N/A,N/A,0.65,0.65,0.52,0.62,In Stock,Cap/Closure Thread 13-415,"Matte silver Fine Mist Sprayer, Thread size 13-415....","Caps, Rollon Plugs and Spray Tops",Cap/Closure,,https://www.bestbottles.com/product/spray-top-matte-silver-13-415,B — no color,Spray & Atomizer,Fine Mist Sprayer,N/A,Fine Mist Sprayers,https://www.bestbottles.com/product/spray-top-matte-silver-13-415
BB-CP-000-0011,CP13-415SprySlSh,CMP-CAP-SLV-13-415-03,Matched to QB,Cap/Closure,Cap/Closure,Standard,Silver,0 ml (0 oz),0,0,Sprayer,Silver,Spray,13-415,13-415,32 ±0.5 mm,N/A,17 ±0.5 mm,N/A,N/A,N/A,0.65,0.65,0.52,0.62,In Stock,Cap/Closure Thread 13-415,"Shiny silver Fine Mist Sprayer, Thread size 13-415....","Caps, Rollon Plugs and Spray Tops",Cap/Closure,,https://www.bestbottles.com/product/spray-top-shiny-silver-13-415,B — no color,Spray & Atomizer,Fine Mist Sprayer,N/A,Fine Mist Sprayers,https://www.bestbottles.com/product/spray-top-shiny-silver-13-415
BB-CP-000-0012,CP13-415WhtSht,CMP-CAP-WHT-S-13-415,Matched to QB,Cap/Closure,Cap/Closure,Standard,White,0 ml (0 oz),0,0,N/A,White,Short,13-415,13-415,32 ±0.5 mm,N/A,17 ±0.5 mm,N/A,N/A,N/A,0.24,0.24,0.19,0.23,In Stock,Cap/Closure Thread 13-415,"White ridged lid or closure for glass bottle, Thread size 13-415","Caps, Rollon Plugs and Spray Tops",Cap/Closure,,https://www.bestbottles.com/product/Caps-lids-short-top-bottle-black-Color-13-415,B — no color,Perfume & Fragrance,Screw Cap,N/A,Screw Caps & Closures,https://www.bestbottles.com/product/Caps-lids-short-top-bottle-black-Color-13-415
